School_Name|Reg_nr|Language|Address|Year|Number_of_students|Active
Suntažu vidusskola|1713900187|Latviešu|SUNTAŽI, SUNTAŽU PAGASTS, OGRES NOVADS, LV-5060|2011|223|1
Taurupes vidusskola|4313901326|Latviešu|TAURUPE, TAURUPES PAGASTS, OGRES NOVADS, LV-5064|2011|155|1
Jumpravas vidusskola|4313901325|Latviešu|OZOLU IELA 14, JUMPRAVA, JUMPRAVAS PAGASTS, LIELVĀRDES NOVADS, LV-5022|2011|189|1
Ikšķiles vidusskola|4313900190|Latviešu|SKOLAS IELA 2, IKŠĶILE, IKŠĶILES NOVADS, LV-5052|2011|605|1
Ķeguma komercnovirziena vidusskola|4313900201|Latviešu|SKOLAS IELA 10, ĶEGUMS, ĶEGUMA NOVADS, LV-5020|2011|378|1
Ogres ģimnāzija|4316901137|Latviešu|MEŽA PROSPEKTS 14, OGRE, OGRES NOVADS, LV-5001|2011|0|0
Dienas apmācības klases pie Ogres vakara vidusskolas|4314901139|LK|ZINĪBU IELA 3, OGRE, OGRES NOVADS, LV-5001|2011|0|0
Jumpravas speciālā internātpamatskola|4320901056|Latviešu|JUMPRAVA, JUMPRAVAS PAGASTS, LIELVĀRDES NOVADS, LV-5022|2011|65|1
Suntažu sanatorijas internātpamatskola|4323901430|Latviešu|SUNTAŽI, SUNTAŽU PAGASTS, OGRES NOVADS, LV-5060|2011|0|0
Pļavniekkalna sākumskola|4311901108|Latviešu|PĻAVNIEKKALNA IELA 20, KATLAKALNS, ĶEKAVAS PAGASTS, ĶEKAVAS NOVADS, LV-2111|2011|147|1
Jaunmārupes sākumskola|4311902576|Latviešu|MAZCENU ALEJA 4a, JAUNMĀRUPE, MĀRUPES NOVADS, LV-2166|2011|223|1
Siguldas 1. pamatskola|2012901089|Latviešu|PULKVEŽA BRIEŽA IELA 105, SIGULDA, SIGULDAS NOVADS, LV-2150|2011|389|1
Allažu pamatskola|2012901109|Latviešu|ALLAŽI, ALLAŽU PAGASTS, SIGULDAS NOVADS, LV-2154|2011|133|1
Carnikavas pamatskola|2012901110|Latviešu|NĀKOTNES IELA 1, CARNIKAVA, CARNIKAVAS NOVADS, LV-2163|2011|203|1
Daugmales pamatskola|4312901117|Latviešu|DAUGMALES PAGASTS, ĶEKAVAS NOVADS, LV-2124|2011|95|1
Garkalnes-Berģu pamatskola|4312902768|LK|VIDZEMES ŠOSEJA 34, GARKALNE, GARKALNES NOVADS, LV-2137|2011|0|0
Inčukalna pamatskola|4312901339|Latviešu|ZVAIGŽŅU IELA 2, INČUKALNS, INČUKALNA PAGASTS, INČUKALNA NOVADS, LV-2141|2011|182|1
Mārupes pamatskola|4312901121|Latviešu|VISKALNU IELA 7, TĪRAINE, MĀRUPES NOVADS, LV-2167|2011|170|1
Sējas pamatskola|2012901114|Latviešu|MURJĀŅI, SĒJAS NOVADS, LV-2142|2011|110|1
Sidgundas pamatskola|4312901130|Latviešu|SIDGUNDA, MĀLPILS NOVADS, LV-2152|2011|77|1
Stopiņu pamatskola|4312901128|Krievu|SAURIEŠI, STOPIŅU NOVADS, LV-2118|2011|103|1
Turaidas pamatskola|2012901116|Latviešu|INCIEMS, KRIMULDAS PAGASTS, KRIMULDAS NOVADS, LV-2145|2011|69|1
Zaķumuižas pamatskola|4312901131|Latviešu|SKOLAS IELA 3, ZAĶUMUIŽA, ROPAŽU NOVADS, LV-2133|2011|155|1
Baldones mūzikas pamatskola|2012901006|Latviešu|DAUGAVAS IELA 23, BALDONE, BALDONES NOVADS, LV-2125|2011|132|1
Siguldas 3. pamatskola|2012901115|Latviešu|SKOLAS IELA 3, SIGULDA, SIGULDAS NOVADS, LV-2150|2011|0|0
Mālpils internātpamatskola|4312901113|Latviešu|PILS IELA 14, MĀLPILS, MĀLPILS NOVADS, LV-2152|2011|126|1
Pabažu pamatskola|2012901106|Latviešu|MAIJA IELA 7/9, PABAŽI, SĒJAS NOVADS, LV-2162|2011|49|1
Mores pamatskola|2012900327|Latviešu|SIGULDAS IELA 15, MORE, MORES PAGASTS, SIGULDAS NOVADS, LV-4111|2011|95|1
"Privātā pamatskola ""Gaismas tilts 97"""|4312802726|Latviešu|NĀKOTNES IELA 3, ĶEKAVA, ĶEKAVAS PAGASTS, ĶEKAVAS NOVADS, LV-2123|2011|87|1
Baldones vidusskola|4313901125|Latviešu|IECAVAS IELA 2, BALDONE, BALDONES NOVADS, LV-2125|2011|525|1
Olaines 1. vidusskola|4313901122|LK|ZEIFERTA IELA 4, OLAINE, OLAINES NOVADS, LV-2114|2011|810|1
Olaines 2. vidusskola|4313901129|Krievu|SKOLAS IELA 1, OLAINE, OLAINES NOVADS, LV-2114|2011|624|1
Saulkrastu vidusskola|4313901093|Latviešu|SMILŠU IELA 3, SAULKRASTI, SAULKRASTU NOVADS, LV-2160|2011|317|1
Ulbrokas vidusskola|4313901107|Latviešu|VĀLODZES, STOPIŅU NOVADS, LV-2130|2011|555|1
Siguldas 2. vidusskola|4313901100|LK|KRONVALDA IELA 7, SIGULDA, SIGULDAS NOVADS, LV-2150|2011|0|0
Vangažu vidusskola|4313901104|LK|GAUJAS IELA 2, VANGAŽI, INČUKALNA NOVADS, LV-2136|2011|336|1
Ādažu vidusskola|4313901280|LK|GAUJAS IELA 30, ĀDAŽI, ĀDAŽU NOVADS, LV-2164|2011|991|1
Babītes vidusskola|4313901118|LK|JŪRMALAS IELA 17, PIŅĶI, BABĪTES PAGASTS, BABĪTES NOVADS, LV-2107|2011|675|1
Ķekavas vidusskola|4313901079|Latviešu|GAISMAS IELA 9, ĶEKAVA, ĶEKAVAS PAGASTS, ĶEKAVAS NOVADS, LV-2123|2011|787|1
Krimuldas vidusskola|4313901119|Latviešu|SKOLAS IELA 11, RAGANA, KRIMULDAS PAGASTS, KRIMULDAS NOVADS, LV-2144|2011|339|1
Mālpils vidusskola|2013901102|Latviešu|SPORTA IELA 1, MĀLPILS, MĀLPILS NOVADS, LV-2152|2011|318|1
Mārupes vidusskola|4313901090|Latviešu|KANTORA IELA 97, MĀRUPE, MĀRUPES NOVADS, LV-2167|2011|864|1
Ropažu vidusskola|2013901112|Latviešu|RĪGAS IELA 5, ROPAŽI, ROPAŽU NOVADS, LV-2135|2011|301|1
"Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola"""|4313901008|Latviešu|LAUKU IELA 1, SALASPILS, SALASPILS NOVADS, LV-2121|2011|668|1
Zvejniekciema vidusskola|4313901120|Latviešu|ATPŪTAS IELA 1, SAULKRASTI, SAULKRASTU NOVADS, LV-2161|2011|286|1
Siguldas Valsts ģimnāzija|4319901124|Latviešu|KRIŠJĀŅA BARONA IELA 10, SIGULDA, SIGULDAS NOVADS, LV-2150|2011|504|1
"Salaspils novada pašvaldības iestāde ""Salaspils 2. vidusskola"""|4313901092|LK|SKOLAS IELA 6, SALASPILS, SALASPILS NOVADS, LV-2121|2011|737|1
Murjāņu sporta ģimnāzija|4316001068|Latviešu|KLINTSLEJU IELA 4, MURJĀŅI, SĒJAS NOVADS, LV-2142|2011|173|1
Baložu vidusskola|4313902363|LK|SKOLAS IELA 6, BALOŽI, ĶEKAVAS NOVADS, LV-2112|2011|354|1
Privātā vidusskola ĀBVS|2013800383|Latviešu|PIRMĀ IELA 26a, ĀDAŽI, ĀDAŽU NOVADS, LV-2164|2011|0|0
Carnikavas speciālā internātpamatskola|4320901045|Latviešu|SIGUĻI, CARNIKAVAS NOVADS, LV-2163|2011|58|1
Gaismas speciālā internātpamatskola|4320901127|Latviešu|RUMBULA, STOPIŅU NOVADS, LV-2121|2011|93|1
Juglas sanatorijas internātpamatskola|4323001692|LK|UPESLEJAS, STOPIŅU NOVADS, LV-2118|2011|0|0
Milzkalnes sākumskola|4311900252|Latviešu|MILZKALNE, SMĀRDES PAGASTS, ENGURES NOVADS, LV-3148|2011|83|1
Tukuma E. Birznieka-Upīša 1. pamatskola|4312900232|Latviešu|LIELĀ IELA 9, TUKUMS, TUKUMA NOVADS, LV-3101|2011|322|1
Sēmes pamatskola|4312900233|Latviešu|EZERA IELA 17, SĒME, SĒMES PAGASTS, TUKUMA NOVADS, LV-3110|2011|0|0
Cēres pamatskola|4312900231|Latviešu|CĒRE, CĒRES PAGASTS, KANDAVAS NOVADS, LV-3122|2011|83|1
Lapmežciema pamatskola|4312900208|Latviešu|LIEPU IELA 2a, LAPMEŽCIEMS, LAPMEŽCIEMA PAGASTS, ENGURES NOVADS, LV-3118|2011|129|1
Matkules pamatskola|4312900237|Latviešu|MATKULES PAGASTS, KANDAVAS NOVADS, LV-3132|2011|0|0
Praviņu pamatskola|4312900236|Latviešu|DEGOLES PAGASTS, TUKUMA NOVADS, LV-3140|2011|0|0
Pūres pamatskola|4312900227|Latviešu|PŪRES PAGASTS, TUKUMA NOVADS, LV-3124|2011|189|1
Smārdes pamatskola|4312900209|Latviešu|SMĀRDE, SMĀRDES PAGASTS, ENGURES NOVADS, LV-3129|2011|132|1
Vānes pamatskola|4312900251|Latviešu|Prātnieki, VĀNE, VĀNES PAGASTS, KANDAVAS NOVADS, LV-3131|2011|102|1
Kandavas novada Zantes pamatskola|4312900246|Latviešu|SKOLAS IELA 14, ZANTE, ZANTES PAGASTS, KANDAVAS NOVADS, LV-3134|2011|98|1
Zemītes pamatskola|4312900210|Latviešu|Pils, ZEMĪTE, ZEMĪTES PAGASTS, KANDAVAS NOVADS, LV-3135|2011|101|1
Tukuma 2. pamatskola|4312902393|Latviešu|J. RAIŅA IELA 3A, TUKUMS, TUKUMA NOVADS, LV-3101|2011|492|1
Kandavas Kārļa Mīlenbaha vidusskola|4313900205|Latviešu|SKOLAS IELA 10, KANDAVA, KANDAVAS NOVADS, LV-3120|2011|425|1
Tukuma Raiņa ģimnāzija|4316902392|Latviešu|J. RAIŅA IELA 3, TUKUMS, TUKUMA NOVADS, LV-3101|2011|337|1
Tukuma 2. vidusskola|4313900224|Latviešu|RAUDAS IELA 16, TUKUMS, TUKUMA NOVADS, LV-3100|2011|738|1
Džūkstes vidusskola|4313900235|Latviešu|DŽŪKSTES PAGASTS, TUKUMA NOVADS, LV-3147|2011|0|0
Engures vidusskola|4313900228|Latviešu|SKOLAS IELA 7, ENGURE, ENGURES PAGASTS, ENGURES NOVADS, LV-3113|2011|286|1
Irlavas vidusskola|4313900229|Latviešu|IRLAVAS PAGASTS, TUKUMA NOVADS, LV-3137|2011|212|1
Jaunpils vidusskola|4313900207|Latviešu|JAUNPILS, JAUNPILS PAGASTS, JAUNPILS NOVADS, LV-3145|2011|282|1
Kandavas internātvidusskola|4313900352|Latviešu|TALSU IELA 18, KANDAVA, KANDAVAS NOVADS, LV-3120|2011|380|1
Tukuma 3. vidusskola|4313900238|LK|LIELĀ IELA 18, TUKUMS, TUKUMA NOVADS, LV-3101|2011|0|0
Tumes vidusskola|4313900230|Latviešu|SKOLAS IELA 1C, TUME, TUMES PAGASTS, TUKUMA NOVADS, LV-3139|2011|250|1
Dienas apmācības klases pie Tukuma Vakara un neklātienes vidusskolas|4314900206|Latviešu|ZEMĪTES IELA 5/1, TUKUMS, TUKUMA NOVADS, LV-3104|2011|70|1
Tukuma Speciālā internātpamatskola|4320900223|Latviešu|RAUDAS IELA 6, TUKUMS, TUKUMA NOVADS, LV-3101|2011|130|1
Dzirciema speciālā intenātpamatskola|4320900212|Latviešu|Lamiņi, PŪRES PAGASTS, TUKUMA NOVADS, LV-3125|2011|0|0
Alūksnes pilsētas sākumskola|4411900920|Latviešu|LIELĀ EZERA IELA 26, ALŪKSNE, ALŪKSNES NOVADS, LV-4301|2011|357|1
Bejas pamatskola|4412900909|Latviešu|BEJA, JAUNALŪKSNES PAGASTS, ALŪKSNES NOVADS, LV-4350|2011|99|1
Malienas pamatskola|4412900908|Latviešu|BRENCI, MALIENAS PAGASTS, ALŪKSNES NOVADS, LV-4359|2011|64|1
Mārkalnes pamatskola|4412900903|Latviešu|Pūcīte, MĀRKALNE, MĀRKALNES PAGASTS, ALŪKSNES NOVADS, LV-4351|2011|61|1
Pededzes pamatskola|4412900912|LK|Rūķi, PEDEDZE, PEDEDZES PAGASTS, ALŪKSNES NOVADS, LV-4352|2011|71|1
Strautiņu pamatskola|4412900906|Latviešu|STRAUTIŅI, ALSVIĶU PAGASTS, ALŪKSNES NOVADS, LV-4333|2011|108|1
Trapenes pamatskola|4412900904|Latviešu|TRAPENE, TRAPENES PAGASTS, APES NOVADS, LV-4348|2011|52|1
Ziemeru pamatskola|4412900914|Latviešu|MĀRIŅKALNS, ZIEMERU PAGASTS, ALŪKSNES NOVADS, LV-4332|2011|100|1
Ilzenes pamatskola|4412900905|Latviešu|Zinīši, JAUNZEMI, ILZENES PAGASTS, ALŪKSNES NOVADS, LV-4344|2011|67|1
Liepnas internātpamatskola|4412900919|Latviešu|Cielaviņas, LIEPNA, LIEPNAS PAGASTS, ALŪKSNES NOVADS, LV-4354|2011|90|1
Alūksnes novada Jaunannas pamatskola|4412900913|Latviešu|Zvaniņi, JAUNANNAS PAGASTS, ALŪKSNES NOVADS, LV-4340|2011|41|1
Mālupes pamatskola|4412900907|Latviešu|Pīlādži, MĀLUPE, MĀLUPES PAGASTS, ALŪKSNES NOVADS, LV-4358|2011|54|1
Jaunlaicenes pamatskola|4412900918|Latviešu|JAUNLAICENE, JAUNLAICENES PAGASTS, ALŪKSNES NOVADS, LV-4336|2011|56|1
"Sociālās korekcijas izglītības iestāde ""Strautiņi"""|218001399|LK|Strautiņi, STRAUTIŅI, ALSVIĶU PAGASTS, ALŪKSNES NOVADS, LV-4346|2011|0|0
Ernsta Glika Alūksnes Valsts ģimnāzija|4419900900|Latviešu|GLIKA IELA 10, ALŪKSNE, ALŪKSNES NOVADS, LV-4301|2011|431|1
Alūksnes vidusskola|4413900901|Latviešu|KANAVIŅU IELA 14, ALŪKSNE, ALŪKSNES NOVADS, LV-4301|2011|0|0
Dāvja Ozoliņa Apes vidusskola|4413900899|Latviešu|PASTA IELA 26, APE, APES NOVADS, LV-4337|2011|135|1
Ojāra Vācieša Gaujienas vidusskola|4413900898|Latviešu|GAUJIENA, GAUJIENAS PAGASTS, APES NOVADS, LV-4339|2011|117|1
Liepnas vidusskola|4413900902|Latviešu|LIEPNA, LIEPNAS PAGASTS, ALŪKSNES NOVADS, LV-4354|2011|128|1
Gaujienas speciālā internātpamatskola|4420900921|Latviešu|GAUJIENA, GAUJIENAS PAGASTS, APES NOVADS, LV-4339|2011|117|1
Drabešu sākumskola|4411900344|Latviešu|PARKA IELA 1, LĪVI, DRABEŠU PAGASTS, AMATAS NOVADS, LV-4101|2011|0|0
Cēsu 1. pamatskola|4412900314|Latviešu|GAUJAS IELA 17, CĒSIS, CĒSU NOVADS, LV-4101|2011|313|1
Cēsu 2. pamatskola|4412900331|Latviešu|GAUJAS IELA 45, CĒSIS, CĒSU NOVADS, LV-4101|2011|339|1
Drustu pamatskola|4412900317|Latviešu|SKOLAS IELA 7, DRUSTI, DRUSTU PAGASTS, RAUNAS NOVADS, LV-4132|2011|60|1
Līvu pamatskola|4412900320|Latviešu|KRĪVI, VAIVES PAGASTS, CĒSU NOVADS, LV-4136|2011|81|1
Mārsnēnu pamatskola|4412900330|Latviešu|Gaismas, MĀRSNĒNI, MĀRSNĒNU PAGASTS, PRIEKUĻU NOVADS, LV-4129|2011|82|1
Piebalgas pamatskola|4412901392|Latviešu|JAUNPIEBALGA, JAUNPIEBALGAS PAGASTS, JAUNPIEBALGAS NOVADS, LV-4125|2011|36|1
Amatas pamatskola|4412900328|Latviešu|AMATAS PAGASTS, AMATAS NOVADS, LV-4141|2011|93|1
Sērmūkšu pamatskola|512900322|Latviešu|SĒRMŪKŠI, SKUJENES PAGASTS, AMATAS NOVADS, LV-4145|2011|49|1
Skujenes pamatskola|512900318|Latviešu|Vecskujene, SKUJENES PAGASTS, AMATAS NOVADS, LV-5472|2011|55|1
Straupes pamatskola|4412900315|Latviešu|Mazstraupes pils, STRAUPE, STRAUPES PAGASTS, PĀRGAUJAS NOVADS, LV-4152|2011|117|1
Veselavas pamatskola|4412900313|Latviešu|VESELAVA, VESELAVAS PAGASTS, PRIEKUĻU NOVADS, LV-4116|2011|0|0
Zaubes pamatskola|4412900316|Latviešu|Bērzaines, ZAUBE, ZAUBES PAGASTS, AMATAS NOVADS, LV-4113|2011|43|1
Drabešu internātpamatskola|4412900349|Latviešu|DRABEŠI, DRABEŠU PAGASTS, AMATAS NOVADS, LV-4101|2011|99|1
Taurenes pamatskola|4412900332|Latviešu|KRASTA IELA 2, TAURENE, TAURENES PAGASTS, VECPIEBALGAS NOVADS, LV-4119|2011|70|1
Inešu pamatskola|4412901151|Latviešu|Zemnieki, INEŠI, INEŠU PAGASTS, VECPIEBALGAS NOVADS, LV-4123|2011|48|1
Raiskuma pamatskola|4412900325|Latviešu|ALEJAS IELA 2a, AUCIEMS, RAISKUMA PAGASTS, PĀRGAUJAS NOVADS, LV-4146|2011|55|1
Rāmuļu pamatskola|4412900319|Latviešu|RĀMUĻI, VAIVES PAGASTS, CĒSU NOVADS, LV-4136|2011|72|1
Liepas pamatskola|4412900324|LK|RŪPNĪCAS IELA 12, LIEPA, LIEPAS PAGASTS, PRIEKUĻU NOVADS, LV-4128|2011|207|1
Cēsu pilsētas pamatskola|4412901626|Latviešu|LEONA PAEGLES IELA 1, CĒSIS, CĒSU NOVADS, LV-4101|2011|461|1
Cēsu pilsētas Pastariņa pamatskola|4412901845|Latviešu|RAUNAS IELA 7, CĒSIS, CĒSU NOVADS, LV-4101|2011|230|1
"Biedrības ""Tautskola 99 Baltie zirgi"" pamatskola"|512801047|Latviešu|SKOLAS IELA 2, DRUSTI, DRUSTU PAGASTS, RAUNAS NOVADS, LV-4132|2011|120|1
Jaunpiebalgas vidusskola|4413900339|Latviešu|GAUJAS IELA 41, JAUNPIEBALGA, JAUNPIEBALGAS PAGASTS, JAUNPIEBALGAS NOVADS, LV-4125|2011|308|1
Līgatnes novada vidusskola|4413900337|Latviešu|STRAUTU IELA 4, LĪGATNE, LĪGATNES NOVADS, LV-4110|2011|241|1
Cēsu Valsts ģimnāzija|4419902648|Latviešu|LEONA PAEGLES IELA 1, CĒSIS, CĒSU NOVADS, LV-4101|2011|440|1
Cēsu 2. vidusskola|4413900338|LK|VALMIERAS IELA 19, CĒSIS, CĒSU NOVADS, LV-4101|2011|144|1
Dzērbenes vidusskola|4413900340|Latviešu|DZĒRBENE, DZĒRBENES PAGASTS, VECPIEBALGAS NOVADS, LV-4118|2011|57|1
Vecpiebalgas vidusskola|4413900341|Latviešu|GAISMAS IELA 2, VECPIEBALGA, VECPIEBALGAS PAGASTS, VECPIEBALGAS NOVADS, LV-4122|2011|248|1
Nītaures vidusskola|4413900335|Latviešu|NĪTAURE, NĪTAURES PAGASTS, AMATAS NOVADS, LV-4112|2011|99|1
Priekuļu vidusskola|4413900336|Latviešu|CĒSU PROSPEKTS 46, PRIEKUĻI, PRIEKUĻU PAGASTS, PRIEKUĻU NOVADS, LV-4126|2011|376|1
Stalbes vidusskola|4413900334|Latviešu|STALBE, STALBES PAGASTS, PĀRGAUJAS NOVADS, LV-4151|2011|123|1
Draudzīgā Aicinājuma Cēsu Valsts ģimnāzija|4419900342|Latviešu|PŪCES IELA 2, CĒSIS, CĒSU NOVADS, LV-4101|2011|352|1
Raunas vidusskola|4413900333|Latviešu|SKOLAS IELA 1, RAUNA, RAUNAS PAGASTS, RAUNAS NOVADS, LV-4131|2011|211|1
Spāres speciālā internātskola|520900347|Latviešu|SPĀRE, AMATAS PAGASTS, AMATAS NOVADS, LV-4139|2011|0|0
Cēsu sanatorijas internātpamatskola|4423901098|Latviešu|BĒRZAINES IELA 34, CĒSIS, CĒSU NOVADS, LV-4101|2011|0|0
Raiskuma sanatorijas internātpamatskola|4423901099|Latviešu|Dzelmes 5, RAISKUMS, RAISKUMA PAGASTS, PĀRGAUJAS NOVADS, LV-4146|2011|0|0
Gulbenes Bērzu sākumskola|4411900950|Latviešu|VIDUS IELA 7, GULBENE, GULBENES NOVADS, LV-4401|2011|193|1
Daukstes pamatskola|4412900948|Latviešu|DAUKSTES, DAUKSTU PAGASTS, GULBENES NOVADS, LV-4429|2011|73|1
Druvienas pamatskola|4412900951|Latviešu|DRUVIENA, DRUVIENAS PAGASTS, GULBENES NOVADS, LV-4426|2011|68|1
Galgauskas pamatskola|4412900947|Latviešu|GALGAUSKA, GALGAUSKAS PAGASTS, GULBENES NOVADS, LV-4428|2011|94|1
K. Valdemāra pamatskola|4412900945|Latviešu|PILSKALNS, BEĻAVAS PAGASTS, GULBENES NOVADS, LV-4409|2011|65|1
Litenes pamatskola|4412900958|Latviešu|LITENE, LITENES PAGASTS, GULBENES NOVADS, LV-4405|2011|62|1
Ozolkalna pamatskola|4412900957|Latviešu|OZOLKALNS, BEĻAVAS PAGASTS, GULBENES NOVADS, LV-4410|2011|52|1
Rankas pamatskola|4412900955|Latviešu|RANKA, RANKAS PAGASTS, GULBENES NOVADS, LV-4416|2011|99|1
Stāmerienas pamatskola|4412900962|Latviešu|VECSTĀMERIENA, STĀMERIENAS PAGASTS, GULBENES NOVADS, LV-4406|2011|84|1
Tirzas pamatskola|4412900959|Latviešu|TIRZA, TIRZAS PAGASTS, GULBENES NOVADS, LV-4424|2011|98|1
Stāķu pamatskola|4412900952|Latviešu|Stāķi 7, STĀĶI, STRADU PAGASTS, GULBENES NOVADS, LV-4417|2011|128|1
Gulbenes vidusskola|4413900967|Latviešu|SKOLAS IELA 12, GULBENE, GULBENES NOVADS, LV-4401|2011|362|1
Gulbenes 2. vidusskola|4413900966|Latviešu|LĪKĀ IELA 21, GULBENE, GULBENES NOVADS, LV-4401|2011|388|1
Gulbīša vidusskola|4413900965|Latviešu|ĀBEĻU IELA Gulbītis, JAUNGULBENE, JAUNGULBENES PAGASTS, GULBENES NOVADS, LV-4420|2011|100|1
Lejasciema vidusskola|813900964|Latviešu|RĪGAS IELA 20, LEJASCIEMS, LEJASCIEMA PAGASTS, GULBENES NOVADS, LV-4412|2011|160|1
Lizuma vidusskola|4413900963|Latviešu|Pils, LIZUMS, LIZUMA PAGASTS, GULBENES NOVADS, LV-4425|2011|148|1
Gulbenes novada valsts ģimnāzija|4419902731|Latviešu|SKOLAS IELA 10, GULBENE, GULBENES NOVADS, LV-4401|2011|256|1
Dienas apmācības klases pie Gulbenes Vakara (maiņu) vidusskolas|4414900969|Latviešu|LĪKĀ IELA 21, GULBENE, GULBENES NOVADS, LV-4401|2011|10|1
Sveķu speciālā internātpamatskola|4420900923|Latviešu|Aduliena, JAUNGULBENES PAGASTS, GULBENES NOVADS, LV-4420|2011|106|1
Cesvaines internātpamatskola|4412900105|Latviešu|RĪGAS IELA 4, CESVAINE, CESVAINES NOVADS, LV-4871|2011|90|1
Barkavas pamatskola|4412900126|Latviešu|SKOLAS IELA 1, BARKAVA, BARKAVAS PAGASTS, MADONAS NOVADS, LV-4834|2011|94|1
Bērzaunes pamatskola|4412900125|Latviešu|BĒRZAUNES PAGASTS, MADONAS NOVADS, LV-4853|2011|89|1
Degumnieku pamatskola|4412900124|Latviešu|SKOLAS IELA 13, DEGUMNIEKI, OŠUPES PAGASTS, MADONAS NOVADS, LV-4833|2011|59|1
Dzelzavas pamatskola|4412900123|Latviešu|Dzelzavas pils, DZELZAVA, DZELZAVAS PAGASTS, MADONAS NOVADS, LV-4873|2011|101|1
Kusas pamatskola|4412900120|Latviešu|SKOLAS IELA 3, KUSA, ARONAS PAGASTS, MADONAS NOVADS, LV-4847|2011|114|1
Lazdonas pamatskola|4412900119|Latviešu|Jurģkalni, LAZDONA, LAZDONAS PAGASTS, MADONAS NOVADS, LV-4824|2011|58|1
Liezēres pamatskola|4412900117|Latviešu|JAUNATNES IELA 6, OZOLI, LIEZĒRES PAGASTS, MADONAS NOVADS, LV-4884|2011|80|1
Mārcienas pamatskola|4412900116|Latviešu|MEŽA IELA 23, MĀRCIENA, MĀRCIENAS PAGASTS, MADONAS NOVADS, LV-4852|2011|67|1
Murmastienes pamatskola|4412900113|Latviešu|RĒZEKNES IELA 1, MURMASTIENE, MURMASTIENES PAGASTS, VARAKĻĀNU NOVADS, LV-4835|2011|57|1
Meirānu Kalpaka pamatskola|1612900115|Latviešu|INDRĀNI, INDRĀNU PAGASTS, LUBĀNAS NOVADS, LV-4826|2011|46|1
Mētrienas pamatskola|4412900114|Latviešu|MĒTRIENA, MĒTRIENAS PAGASTS, MADONAS NOVADS, LV-4865|2011|41|1
Praulienas pamatskola|4412900111|Latviešu|Pilsdārzi, PRAULIENA, PRAULIENAS PAGASTS, MADONAS NOVADS, LV-4825|2011|98|1
Jāņa Zālīša Sausnējas pamatskola|4412900109|Latviešu|Rīti, SAUSNĒJA, SAUSNĒJAS PAGASTS, ĒRGĻU NOVADS, LV-4841|2011|61|1
Sarkaņu pamatskola|4412900110|Latviešu|SARKAŅI, SARKAŅU PAGASTS, MADONAS NOVADS, LV-4870|2011|46|1
Varakļānu novada pašvaldības Stirnienes pamatskola|4412900108|Latviešu|STIRNIENES MUIŽA, VARAKĻĀNU PAGASTS, VARAKĻĀNU NOVADS, LV-4837|2011|41|1
Vestienas pamatskola|4412900106|Latviešu|Vestienas muiža, VESTIENAS PAGASTS, MADONAS NOVADS, LV-4855|2011|74|1
Kalsnavas pamatskola|4412900122|Latviešu|VESETAS IELA 6, JAUNKALSNAVA, KALSNAVAS PAGASTS, MADONAS NOVADS, LV-4860|2011|153|1
Cesvaines vidusskola|4413900133|Latviešu|MADONAS IELA 16, CESVAINE, CESVAINES NOVADS, LV-4871|2011|341|1
Ērgļu vidusskola|4413900131|Latviešu|OŠKALNA IELA 6, ĒRGĻI, ĒRGĻU PAGASTS, ĒRGĻU NOVADS, LV-4840|2011|249|1
Madonas pilsētas 1. vidusskola|4413902416|Latviešu|VALDEMĀRA BULVĀRIS 6, MADONA, MADONAS NOVADS, LV-4801|2011|764|1
Madonas pilsētas 2. vidusskola|4413900132|Latviešu|SKOLAS IELA 10, MADONA, MADONAS NOVADS, LV-4801|2011|319|1
Lubānas vidusskola|4413900130|Latviešu|KRASTA IELA 6, LUBĀNA, LUBĀNAS NOVADS, LV-4830|2011|258|1
Varakļānu vidusskola|4413900128|Latviešu|JAUNATNES IELA 2, VARAKĻĀNI, VARAKĻĀNU NOVADS, LV-4838|2011|293|1
Ļaudonas vidusskola|4413900129|Latviešu|SKOLAS IELA 2, ĻAUDONA, ĻAUDONAS PAGASTS, MADONAS NOVADS, LV-4862|2011|165|1
Madonas Valsts ģimnāzija|4419902408|Latviešu|VALDEMĀRA BULVĀRIS 2a, MADONA, MADONAS NOVADS, LV-4801|2011|273|1
Dzelzavas speciālā internātpamatskola|4420900104|Latviešu|KĻAVU IELA 2, DZELZAVA, DZELZAVAS PAGASTS, MADONAS NOVADS, LV-4873|2011|81|1
Bilskas pamatskola|2412901216|Latviešu|BILSKA, BILSKAS PAGASTS, SMILTENES NOVADS, LV-4706|2011|73|1
Blomes pamatskola|2412901209|Latviešu|CĒSU IELA 13, BLOME, BLOMES PAGASTS, SMILTENES NOVADS, LV-4707|2011|79|1
Ērģemes pamatskola|4412901220|Latviešu|ĒRĢEME, ĒRĢEMES PAGASTS, VALKAS NOVADS, LV-4711|2011|49|1
Ēveles pamatskola|4412901320|Latviešu|ĒVELE, ĒVELES PAGASTS, BURTNIEKU NOVADS, LV-4712|2011|49|1
Grundzāles pamatskola|2412901221|Latviešu|TILTA IELA 6, GRUNDZĀLE, GRUNDZĀLES PAGASTS, SMILTENES NOVADS, LV-4713|2011|91|1
Kārķu pamatskola|4412901217|Latviešu|KĀRĶI, KĀRĶU PAGASTS, VALKAS NOVADS, LV-4716|2011|52|1
